test,0,0.2,0.7062896711,,train,0,0.7294736842,0.9796460177
test,1,0.16,0.8346774194,,train,1,0.7168421053,0.9793613484
test,2,0.26,0.8017789072,,train,2,0.7210526316,0.9797161377
test,3,0.42,0.8311170213,,train,3,0.7084210526,0.9786403435
test,4,0.18,0.7715269805,,train,4,0.7115789474,0.9790590613
test,5,0.2,0.8299256506,,train,5,0.7126315789,0.9788720395
test,6,0.08,0.7605965463,,train,6,0.7073684211,0.9782296513
test,7,0.08,0.7585034014,,train,7,0.7263157895,0.9791436705
test,8,0.3,0.8044692737,,train,8,0.7115789474,0.9786935012
test,9,0.14,0.7858527132,,train,9,0.7084210526,0.9786980908
test,10,0.28,0.8104793757,,train,10,0.7042105263,0.9786911054
test,11,0.16,0.8163017032,,train,11,0.7136842105,0.9795084262
test,12,0.3,0.8361075544,,train,12,0.7063157895,0.9789967601
test,13,0.3,0.9090909091,,train,13,0.7073684211,0.9789754714
test,14,0.34,0.8955431755,,train,14,0.7084210526,0.9786807682
test,15,0.36,0.8689248895,,train,15,0.7031578947,0.9786158631
test,16,0.6,0.9079646018,,train,16,0.7084210526,0.9791919638
test,17,0.38,0.8335358445,,train,17,0.7136842105,0.9789473684
test,18,0.14,0.8105960265,,train,18,0.7136842105,0.9786367693
test,19,0.16,0.8405438813,,train,19,0.7052631579,0.9781246503
,,0.252,0.8206912773,,,,0.7118947368,0.9789214504
,,0.1283744523,0.0510883418,,,,0.0070165281,0.0004247313
